world_model,policy,replicate,seed,order_id,n_learners,initial_latent,immediate_latent,delayed_latent,immediate_observed,immediate_expected,delayed_observed,delayed_expected,practice_accuracy,unique_skills,mean_selected_item_shift,belief_entropy_reduction,practice_end_day,delayed_test_day,n_low,delayed_latent_low,n_middle,delayed_latent_middle,n_high,delayed_latent_high,ref_delayed_latent,ref_delayed_observed,simulated_benefit_delayed_latent,simulated_benefit_delayed_observed
binary_bktf,blocked_median_item,12.0,21460837.0,2.0,250.0,0.5402,0.5882799999999999,0.5693199999999999,0.6500319999999999,0.6512439557027979,0.646056,0.6466405102349932,0.6622399999999999,20.0,0.2591132215989303,0.03150761421355709,19.01388888888889,49.01388888888889,73.0,0.4595890410958904,119.0,0.5803361344537814,58.0,0.6848275862068965,0.5693199999999999,0.646056,0.0,0.0
binary_bktf,blocked_median_item,13.0,21560840.0,2.0,250.0,0.5428,0.5948,0.5745600000000001,0.6512,0.653091258672912,0.649336,0.6481386775615968,0.664632,20.0,0.2591132215989303,0.03155309416448898,19.01388888888889,49.01388888888889,68.0,0.46955882352941175,123.0,0.5768292682926829,59.0,0.6908474576271187,0.5745600000000001,0.649336,0.0,0.0
binary_bktf,blocked_median_item,14.0,21660843.0,2.0,250.0,0.5372,0.58856,0.56856,0.651848,0.6514643480886091,0.6504719999999999,0.6466199058089559,0.6619919999999999,20.0,0.2591132215989303,0.031573823047235716,19.01388888888889,49.01388888888889,79.0,0.4727848101265823,110.0,0.5745454545454545,61.0,0.6818032786885246,0.56856,0.6504719999999999,0.0,0.0
binary_bktf,blocked_median_item,15.0,21760846.0,2.0,250.0,0.5514000000000001,0.60372,0.5841200000000001,0.657088,0.6550794877769752,0.65044,0.6503204629274659,0.667864,20.0,0.2591132215989303,0.03144083250576049,19.01388888888889,49.01388888888889,60.0,0.4721666666666667,137.0,0.5859124087591241,53.0,0.7062264150943396,0.5841200000000001,0.65044,0.0,0.0
binary_bktf,blocked_median_item,16.0,21860849.0,2.0,250.0,0.533,0.5852,0.5667199999999999,0.6424480000000001,0.6506724607051082,0.646936,0.6462030356337483,0.660808,20.0,0.2591132215989303,0.031216688358563182,19.01388888888889,49.01388888888889,75.0,0.4624,128.0,0.5856250000000001,47.0,0.6817021276595744,0.5667199999999999,0.646936,0.0,0.0
binary_bktf,blocked_median_item,17.0,21960852.0,2.0,250.0,0.5466000000000001,0.5968,0.57872,0.653176,0.653685046770499,0.6533680000000001,0.649268000578133,0.661984,20.0,0.2591132215989303,0.03167238689379978,19.01388888888889,49.01388888888889,61.0,0.47360655737704926,133.0,0.5771428571428572,56.0,0.6969642857142857,0.57872,0.6533680000000001,0.0,0.0
binary_bktf,blocked_median_item,18.0,22060855.0,2.0,250.0,0.5452,0.59536,0.5772,0.652576,0.6532502001864626,0.650752,0.6488357128136087,0.6619120000000001,20.0,0.2591132215989303,0.031346109181819806,19.01388888888889,49.01388888888889,72.0,0.4644444444444445,119.0,0.585798319327731,59.0,0.6974576271186441,0.5772,0.650752,0.0,0.0
binary_bktf,blocked_median_item,19.0,22160858.0,2.0,250.0,0.5296,0.58432,0.56584,0.649624,0.6504232977854467,0.644992,0.6459557909128927,0.660832,20.0,0.2591132215989303,0.031002419588423348,19.01388888888889,49.01388888888889,72.0,0.47013888888888894,136.0,0.5781617647058823,42.0,0.6900000000000001,0.56584,0.644992,0.0,0.0
binary_bktf,blocked_median_item,20.0,22260861.0,2.0,250.0,0.54,0.5942000000000001,0.57524,0.649848,0.6529788320176069,0.65016,0.6483639986544579,0.664432,20.0,0.2591132215989303,0.03160798867734323,19.01388888888889,49.01388888888889,59.0,0.45813559322033903,142.0,0.5811267605633803,49.0,0.6991836734693877,0.57524,0.65016,0.0,0.0
binary_bktf,blocked_median_item,21.0,22360864.0,2.0,250.0,0.532,0.58404,0.56636,0.64924,0.6502650805114204,0.644144,0.6459928251256188,0.6596,20.0,0.2591132215989303,0.031463071920065575,19.01388888888889,49.01388888888889,70.0,0.46085714285714285,136.0,0.5830147058823529,44.0,0.6827272727272727,0.56636,0.644144,0.0,0.0
binary_bktf,blocked_median_item,22.0,22460867.0,2.0,250.0,0.5464,0.59448,0.5748,0.65388,0.6528071245090763,0.647336,0.6479670661345298,0.6647040000000001,20.0,0.2591132215989303,0.03111298808829637,19.01388888888889,49.01388888888889,61.0,0.47065573770491803,134.0,0.5738059701492537,55.0,0.6927272727272727,0.5748,0.647336,0.0,0.0
binary_bktf,blocked_median_item,23.0,22560870.0,2.0,250.0,0.5344,0.5856399999999999,0.5666800000000001,0.65072,0.6507434957553333,0.645352,0.6461439845930567,0.6593519999999999,20.0,0.2591132215989303,0.03128939397270275,19.01388888888889,49.01388888888889,74.0,0.46256756756756756,127.0,0.578031496062992,49.0,0.6944897959183673,0.5666800000000001,0.645352,0.0,0.0
binary_bktf,blocked_median_item,24.0,22660873.0,2.0,250.0,0.5476,0.59684,0.57664,0.6568959999999999,0.6533485894668607,0.648128,0.6484040199642349,0.662112,20.0,0.2591132215989303,0.031475331953420976,19.01388888888889,49.01388888888889,64.0,0.45687500000000003,127.0,0.5803937007874016,59.0,0.6984745762711864,0.57664,0.648128,0.0,0.0
binary_bktf,blocked_median_item,25.0,22760876.0,2.0,250.0,0.5408000000000001,0.5914400000000001,0.5746399999999999,0.6523680000000001,0.6521333177823474,0.6470480000000001,0.648036681565791,0.6627599999999999,20.0,0.2591132215989303,0.03149170555297916,19.01388888888889,49.01388888888889,70.0,0.47371428571428575,120.0,0.58,60.0,0.6816666666666666,0.5746399999999999,0.6470480000000001,0.0,0.0
binary_bktf,blocked_median_item,26.0,22860879.0,2.0,250.0,0.5312,0.58536,0.5676,0.649464,0.6506030529999792,0.6524080000000001,0.6462542790796755,0.659632,20.0,0.2591132215989303,0.03121488866257255,19.01388888888889,49.01388888888889,68.0,0.46808823529411764,141.0,0.5829078014184398,41.0,0.6799999999999999,0.5676,0.6524080000000001,0.0,0.0
binary_bktf,blocked_median_item,27.0,22960882.0,2.0,250.0,0.5246,0.57792,0.5588,0.649536,0.6488615735740577,0.6468879999999999,0.6442215225631911,0.658896,20.0,0.2591132215989303,0.03118688514655214,19.01388888888889,49.01388888888889,77.0,0.4707792207792208,131.0,0.5699236641221374,42.0,0.6854761904761905,0.5588,0.6468879999999999,0.0,0.0
binary_bktf,blocked_median_item,28.0,23060885.0,2.0,250.0,0.5302,0.58676,0.5687599999999999,0.650768,0.6509306539141372,0.644328,0.6465775672310672,0.6602560000000001,20.0,0.2591132215989303,0.031140185505625962,19.01388888888889,49.01388888888889,61.0,0.4611475409836066,146.0,0.5775342465753425,43.0,0.6916279069767441,0.5687599999999999,0.644328,0.0,0.0
binary_bktf,blocked_median_item,29.0,23160888.0,2.0,250.0,0.5442,0.5945199999999999,0.5734,0.65628,0.6531013166043721,0.6434960000000001,0.6479841410507563,0.664208,20.0,0.2591132215989303,0.03149777575686972,19.01388888888889,49.01388888888889,66.0,0.46772727272727277,129.0,0.577984496124031,55.0,0.6894545454545454,0.5734,0.6434960000000001,0.0,0.0
