world_model,replicate,order_id,seed,max_mi_delayed_latent,two_corner_delayed_latent,latent_contrast_max_minus_two,max_mi_delayed_observed,two_corner_delayed_observed,observed_contrast_max_minus_two
binary_bktf,4,2,20733813,0.58,0.5725,0.007499999999999951,0.65095,0.64945,0.0015000000000000568
binary_bktf,4,3,20733813,0.5825,0.5745,0.008000000000000007,0.6509,0.64875,0.0021499999999999853
binary_bktf,4,4,20733813,0.5795,0.5715,0.008000000000000007,0.6493000000000001,0.6469,0.0024000000000000687
binary_bktf,4,5,20733813,0.5795,0.5715,0.008000000000000007,0.6508000000000002,0.64875,0.0020500000000001073
binary_bktf,4,6,20733813,0.5795,0.5720000000000001,0.007499999999999951,0.6502500000000001,0.6484000000000001,0.0018500000000000183
binary_bktf,4,7,20733813,0.57825,0.57225,0.006000000000000005,0.6497499999999999,0.6483000000000001,0.0014499999999998403
binary_bktf,4,8,20733813,0.5822499999999999,0.575,0.007249999999999979,0.65065,0.6487999999999999,0.0018500000000000183
binary_bktf,4,9,20733813,0.5805,0.5734999999999999,0.007000000000000117,0.6502500000000001,0.6487,0.0015500000000000513
binary_bktf,4,10,20733813,0.5842499999999999,0.5742499999999999,0.010000000000000009,0.65085,0.6483,0.0025500000000000522
binary_bktf,4,11,20733813,0.58275,0.5760000000000001,0.006749999999999923,0.6505,0.6494,0.0010999999999999899
binary_bktf,4,12,20733813,0.58075,0.57225,0.008499999999999952,0.6498,0.6481,0.0017000000000000348
binary_bktf,4,13,20733813,0.581,0.57225,0.008749999999999925,0.6503999999999999,0.64815,0.0022499999999998632
binary_bktf,4,14,20733813,0.5820000000000001,0.57525,0.006750000000000034,0.6504499999999999,0.6491500000000001,0.0012999999999997458
binary_bktf,4,15,20733813,0.583,0.5755,0.007499999999999951,0.65125,0.64925,0.0020000000000000018
binary_bktf,4,16,20733813,0.57875,0.5727500000000001,0.005999999999999894,0.65,0.64815,0.0018500000000000183
binary_bktf,4,17,20733813,0.5815,0.5755,0.006000000000000005,0.6496500000000001,0.64845,0.0012000000000000899
binary_bktf,4,18,20733813,0.5772499999999999,0.56925,0.007999999999999896,0.6502500000000001,0.6485,0.0017500000000001403
binary_bktf,4,19,20733813,0.58075,0.5742499999999999,0.006500000000000061,0.6496999999999999,0.64825,0.0014499999999999513
binary_bktf,5,0,20833816,0.5852499999999999,0.589,-0.003750000000000031,0.6489,0.6502,-0.0012999999999999678
binary_bktf,5,1,20833816,0.58175,0.5892499999999999,-0.007499999999999951,0.64755,0.64985,-0.0023000000000000798
binary_bktf,5,2,20833816,0.5825,0.5884999999999999,-0.005999999999999894,0.6475,0.6495000000000001,-0.002000000000000113
binary_bktf,5,3,20833816,0.5805,0.58625,-0.005750000000000033,0.6481,0.6501,-0.0020000000000000018
binary_bktf,5,4,20833816,0.5777500000000001,0.58475,-0.006999999999999895,0.64645,0.6491499999999999,-0.0026999999999999247
binary_bktf,5,5,20833816,0.58125,0.58775,-0.00649999999999995,0.648,0.6500499999999999,-0.0020499999999998852
binary_bktf,5,6,20833816,0.5820000000000001,0.58775,-0.005749999999999922,0.6483,0.65035,-0.0020499999999999963
binary_bktf,5,7,20833816,0.58575,0.59275,-0.007000000000000006,0.64845,0.6506000000000001,-0.0021500000000000963
binary_bktf,5,8,20833816,0.5805,0.5865,-0.006000000000000005,0.6472500000000001,0.6492999999999999,-0.0020499999999997742
binary_bktf,5,9,20833816,0.58125,0.58825,-0.007000000000000006,0.64725,0.64955,-0.0022999999999999687
binary_bktf,5,10,20833816,0.5825,0.5885,-0.006000000000000005,0.6475,0.6494500000000001,-0.0019500000000001183
binary_bktf,5,11,20833816,0.5805,0.5865,-0.006000000000000005,0.64645,0.6486,-0.0021499999999999853
binary_bktf,5,12,20833816,0.5815,0.5872499999999999,-0.005749999999999922,0.64725,0.6493000000000001,-0.0020500000000001073
binary_bktf,5,13,20833816,0.5795,0.5852499999999999,-0.005749999999999922,0.6476500000000001,0.6496500000000001,-0.0020000000000000018
binary_bktf,5,14,20833816,0.58275,0.5902499999999999,-0.007499999999999951,0.6474,0.6497499999999999,-0.0023499999999999632
binary_bktf,5,15,20833816,0.5797500000000001,0.58375,-0.0039999999999998925,0.64645,0.64795,-0.0015000000000000568
binary_bktf,5,16,20833816,0.5827500000000001,0.58675,-0.0039999999999998925,0.64845,0.65,-0.0015500000000000513
binary_bktf,5,17,20833816,0.5792499999999999,0.585,-0.005750000000000033,0.6477,0.6496500000000001,-0.0019500000000000073
binary_bktf,5,18,20833816,0.5770000000000001,0.584,-0.006999999999999895,0.6464500000000001,0.6481999999999999,-0.0017499999999998073
binary_bktf,5,19,20833816,0.57675,0.58325,-0.006500000000000061,0.6465000000000001,0.64845,-0.0019499999999998963
binary_bktf,6,0,20933819,0.57775,0.5790000000000001,-0.0012500000000000844,0.6478999999999999,0.6495000000000001,-0.0016000000000001569
binary_bktf,6,1,20933819,0.57475,0.57725,-0.0025000000000000577,0.6472,0.6491499999999999,-0.0019499999999998963
binary_bktf,6,2,20933819,0.57525,0.5765,-0.0012499999999999734,0.64725,0.6486,-0.0013499999999999623
binary_bktf,6,3,20933819,0.5765,0.578,-0.0014999999999999458,0.6478499999999999,0.6492,-0.0013500000000000734
binary_bktf,6,4,20933819,0.5775,0.58025,-0.00275000000000003,0.64755,0.64955,-0.0020000000000000018
binary_bktf,6,5,20933819,0.576,0.5785,-0.0025000000000000577,0.6476999999999999,0.6491,-0.0014000000000000679
binary_bktf,6,6,20933819,0.57875,0.58325,-0.0045000000000000595,0.6473500000000001,0.6496999999999999,-0.002349999999999852
binary_bktf,6,7,20933819,0.57875,0.5805,-0.0017500000000000293,0.64805,0.64945,-0.0013999999999999568
binary_bktf,6,8,20933819,0.5740000000000001,0.574,1.1102230246251565e-16,0.6484000000000001,0.6491500000000001,-0.0007500000000000284
binary_bktf,6,9,20933819,0.57525,0.57675,-0.0014999999999999458,0.6473,0.64845,-0.0011499999999999844
binary_bktf,6,10,20933819,0.5734999999999999,0.5755,-0.002000000000000113,0.64715,0.649,-0.0018500000000000183
binary_bktf,6,11,20933819,0.5777500000000001,0.57975,-0.0019999999999998908,0.6481,0.6501500000000001,-0.0020500000000001073
binary_bktf,6,12,20933819,0.57575,0.5772499999999999,-0.0014999999999999458,0.64775,0.6496000000000001,-0.0018500000000000183
binary_bktf,6,13,20933819,0.5725,0.57625,-0.003750000000000031,0.6464,0.6484000000000001,-0.002000000000000113
binary_bktf,6,14,20933819,0.57575,0.57925,-0.0035000000000000586,0.6476,0.64985,-0.0022500000000000853
binary_bktf,6,15,20933819,0.5715,0.57625,-0.004750000000000032,0.6466999999999998,0.6491,-0.0024000000000001798
binary_bktf,6,16,20933819,0.58,0.58275,-0.00275000000000003,0.64935,0.65145,-0.0020999999999999908
binary_bktf,6,17,20933819,0.57575,0.5790000000000001,-0.003250000000000086,0.64755,0.6494,-0.0018500000000000183
binary_bktf,6,18,20933819,0.5785,0.5795,-0.0010000000000000009,0.64875,0.6501,-0.0013499999999999623
binary_bktf,6,19,20933819,0.574,0.5765,-0.0025000000000000577,0.6472,0.6491,-0.0019000000000000128
binary_bktf,7,0,21033822,0.581,0.58375,-0.00275000000000003,0.6546000000000001,0.6556000000000001,-0.0010000000000000009
binary_bktf,7,1,21033822,0.581,0.5852499999999999,-0.004249999999999976,0.6547,0.6566,-0.0019000000000000128
binary_bktf,7,2,21033822,0.5842499999999999,0.587,-0.00275000000000003,0.65515,0.6561,-0.0009500000000000064
binary_bktf,7,3,21033822,0.583,0.5855,-0.0025000000000000577,0.6555500000000001,0.65685,-0.0012999999999999678
binary_bktf,7,4,21033822,0.5822499999999999,0.588,-0.005750000000000033,0.6546,0.6564,-0.0018000000000000238
binary_bktf,7,5,21033822,0.58175,0.584,-0.0022499999999999742,0.65455,0.6561,-0.0015500000000000513
binary_bktf,7,6,21033822,0.5875,0.5895,-0.0020000000000000018,0.65555,0.6568999999999999,-0.0013499999999999623
binary_bktf,7,7,21033822,0.581,0.582,-0.0010000000000000009,0.6545000000000001,0.6553,-0.0007999999999999119
binary_bktf,7,8,21033822,0.5792499999999999,0.583,-0.003750000000000031,0.6536500000000001,0.65535,-0.0016999999999999238
binary_bktf,7,9,21033822,0.58275,0.58575,-0.0030000000000000027,0.65535,0.65655,-0.0011999999999999789
binary_bktf,7,10,21033822,0.5822499999999999,0.583,-0.0007500000000000284,0.6542500000000001,0.6553999999999999,-0.0011499999999997623
binary_bktf,7,11,21033822,0.58225,0.5842499999999999,-0.0019999999999998908,0.655,0.65625,-0.0012499999999999734
binary_bktf,7,12,21033822,0.58475,0.5865,-0.0017500000000000293,0.6560999999999999,0.65755,-0.0014500000000000624
binary_bktf,7,13,21033822,0.5822499999999999,0.58625,-0.004000000000000115,0.65495,0.65665,-0.0016999999999999238
binary_bktf,7,14,21033822,0.5845,0.5875,-0.0030000000000000027,0.6553999999999999,0.6566999999999998,-0.0012999999999999678
binary_bktf,7,15,21033822,0.5855,0.5885,-0.0030000000000000027,0.6559,0.6572499999999999,-0.0013499999999998513
binary_bktf,7,16,21033822,0.58475,0.58575,-0.0010000000000000009,0.6550499999999999,0.6557999999999999,-0.0007500000000000284
binary_bktf,7,17,21033822,0.582,0.585,-0.0030000000000000027,0.6552000000000001,0.6563499999999999,-0.0011499999999997623
binary_bktf,7,18,21033822,0.58075,0.585,-0.004249999999999976,0.6549,0.6563499999999999,-0.0014499999999998403
binary_bktf,7,19,21033822,0.5815,0.5855,-0.0040000000000000036,0.65375,0.6550999999999999,-0.0013499999999998513
binary_bktf,8,0,21133825,0.59075,0.591,-0.00024999999999997247,0.65015,0.6502000000000001,-5.0000000000105516e-05
binary_bktf,8,1,21133825,0.5945,0.59575,-0.0012499999999999734,0.6518999999999999,0.6524000000000001,-0.000500000000000167
binary_bktf,8,2,21133825,0.59125,0.59325,-0.0020000000000000018,0.6502500000000001,0.6511499999999999,-0.0008999999999997899
binary_bktf,8,3,21133825,0.5925,0.595,-0.0024999999999999467,0.6517000000000001,0.65265,-0.0009499999999998954
binary_bktf,8,4,21133825,0.5915,0.593,-0.0014999999999999458,0.6509999999999999,0.6516,-0.0006000000000000449
binary_bktf,8,5,21133825,0.5954999999999999,0.59575,-0.0002500000000000835,0.6519499999999999,0.65225,-0.000300000000000078
binary_bktf,8,6,21133825,0.5925,0.593,-0.0004999999999999449,0.6521000000000001,0.6521000000000001,0.0
binary_bktf,8,7,21133825,0.5965,0.5975,-0.0010000000000000009,0.65155,0.6519999999999999,-0.00044999999999995044
binary_bktf,8,8,21133825,0.59325,0.597,-0.00374999999999992,0.6514,0.6526,-0.0011999999999999789
binary_bktf,8,9,21133825,0.59125,0.591,0.0002500000000000835,0.65185,0.65205,-0.00019999999999997797
binary_bktf,8,10,21133825,0.5920000000000001,0.595,-0.0029999999999998916,0.6507,0.65185,-0.0011500000000000954
binary_bktf,8,11,21133825,0.5972500000000001,0.59775,-0.0004999999999999449,0.65205,0.6524000000000001,-0.0003500000000000725
binary_bktf,8,12,21133825,0.59025,0.59375,-0.0034999999999999476,0.6508000000000002,0.6518999999999999,-0.0010999999999997678
binary_bktf,8,13,21133825,0.5920000000000001,0.5927500000000001,-0.0007500000000000284,0.6507499999999999,0.6514,-0.0006500000000000394
binary_bktf,8,14,21133825,0.5954999999999999,0.59575,-0.0002500000000000835,0.6517000000000001,0.65205,-0.00034999999999996145
binary_bktf,8,15,21133825,0.59425,0.5975,-0.003250000000000086,0.6517000000000001,0.6528,-0.0010999999999999899
binary_bktf,8,16,21133825,0.5945,0.594,0.000500000000000056,0.65155,0.6520999999999999,-0.0005499999999999394
binary_bktf,8,17,21133825,0.59125,0.59325,-0.0020000000000000018,0.6513,0.6518999999999999,-0.0005999999999999339
binary_bktf,8,18,21133825,0.5915,0.5927500000000001,-0.0012500000000000844,0.65155,0.65185,-0.000300000000000078
binary_bktf,8,19,21133825,0.59075,0.593,-0.0022499999999999742,0.65065,0.6513,-0.0006500000000000394
binary_bktf,9,0,21233828,0.581,0.5832499999999999,-0.0022499999999999742,0.6509,0.65125,-0.00034999999999996145
binary_bktf,9,1,21233828,0.5820000000000001,0.5827500000000001,-0.0007500000000000284,0.6514500000000001,0.6513,0.0001500000000000945
binary_bktf,9,2,21233828,0.5834999999999999,0.58625,-0.0027500000000001412,0.65215,0.6526,-0.00044999999999995044
binary_bktf,9,3,21233828,0.585,0.58775,-0.00275000000000003,0.65305,0.6536,-0.0005499999999999394
binary_bktf,9,4,21233828,0.5835,0.58625,-0.00275000000000003,0.65215,0.6526499999999998,-0.0004999999999998339
binary_bktf,9,5,21233828,0.5834999999999999,0.58575,-0.0022500000000000853,0.6516,0.6518,-0.000200000000000089
binary_bktf,9,6,21233828,0.58375,0.586,-0.0022499999999999742,0.6511499999999999,0.65165,-0.000500000000000056
binary_bktf,9,7,21233828,0.579,0.5830000000000001,-0.004000000000000115,0.6506000000000001,0.6514,-0.0007999999999999119
binary_bktf,9,8,21233828,0.5844999999999999,0.588,-0.0035000000000000586,0.65255,0.6533,-0.0007500000000000284
binary_bktf,9,9,21233828,0.58075,0.5865,-0.005750000000000033,0.65125,0.6525,-0.0012499999999999734
binary_bktf,9,10,21233828,0.58225,0.584,-0.0017499999999999183,0.6516,0.65205,-0.00045000000000006146
binary_bktf,9,11,21233828,0.584,0.5855,-0.0015000000000000568,0.6517499999999999,0.652,-0.0002500000000000835
binary_bktf,9,12,21233828,0.57825,0.5815,-0.003249999999999975,0.6505,0.6511499999999999,-0.0006499999999999284
binary_bktf,9,13,21233828,0.577,0.5815,-0.0045000000000000595,0.65065,0.6516,-0.0009500000000000064
binary_bktf,9,14,21233828,0.57875,0.583,-0.004249999999999976,0.6505500000000001,0.65125,-0.0006999999999999229
binary_bktf,9,15,21233828,0.58475,0.58775,-0.0030000000000000027,0.6524500000000001,0.6528999999999999,-0.0004499999999998394
binary_bktf,9,16,21233828,0.58175,0.58375,-0.0020000000000000018,0.65045,0.65105,-0.0006000000000000449
binary_bktf,9,17,21233828,0.5802499999999999,0.583,-0.00275000000000003,0.65155,0.6520999999999999,-0.0005499999999999394
binary_bktf,9,18,21233828,0.583,0.58675,-0.003750000000000031,0.6511,0.6524000000000001,-0.0013000000000000789
binary_bktf,9,19,21233828,0.58175,0.58575,-0.0040000000000000036,0.652,0.6528,-0.0008000000000000229
binary_bktf,10,0,21333831,0.59025,0.5855,0.004750000000000032,0.6526,0.6524499999999999,0.0001500000000000945
binary_bktf,10,1,21333831,0.5870000000000001,0.584,0.0030000000000001137,0.6526499999999998,0.6528,-0.00015000000000020552
binary_bktf,10,2,21333831,0.59125,0.58875,0.0025000000000000577,0.6528999999999999,0.65335,-0.00045000000000006146
binary_bktf,10,3,21333831,0.588,0.5834999999999999,0.0045000000000000595,0.6522999999999999,0.6527000000000001,-0.000400000000000178
binary_bktf,10,4,21333831,0.591,0.58825,0.002749999999999919,0.6518,0.6525,-0.0006999999999999229
binary_bktf,10,5,21333831,0.5885,0.5845,0.0040000000000000036,0.65265,0.6528,-0.0001500000000000945
binary_bktf,10,6,21333831,0.59,0.58675,0.003249999999999975,0.6519999999999999,0.6522,-0.000200000000000089
binary_bktf,10,7,21333831,0.59325,0.588,0.005250000000000088,0.6539,0.6537000000000001,0.00019999999999997797
binary_bktf,10,8,21333831,0.59125,0.58875,0.0025000000000000577,0.6528499999999999,0.65325,-0.00040000000000006697
binary_bktf,10,9,21333831,0.593,0.5915,0.0014999999999999458,0.6528,0.65345,-0.0006499999999999284
binary_bktf,10,10,21333831,0.59175,0.588,0.003750000000000031,0.65215,0.6520999999999999,5.0000000000105516e-05
binary_bktf,10,11,21333831,0.59125,0.58625,0.0050000000000000044,0.65255,0.6524000000000001,0.00014999999999987246
binary_bktf,10,12,21333831,0.5947499999999999,0.59425,0.0004999999999999449,0.6533,0.65435,-0.0010499999999999954
binary_bktf,10,13,21333831,0.588,0.5852499999999999,0.00275000000000003,0.65155,0.6524500000000001,-0.0009000000000001229
binary_bktf,10,14,21333831,0.5870000000000001,0.5842499999999999,0.0027500000000001412,0.6516,0.65205,-0.00045000000000006146
binary_bktf,10,15,21333831,0.5920000000000001,0.5882499999999999,0.003750000000000142,0.65235,0.6527,-0.00034999999999996145
binary_bktf,10,16,21333831,0.593,0.5905,0.0024999999999999467,0.6532499999999999,0.6535,-0.0002500000000000835
binary_bktf,10,17,21333831,0.59475,0.5905,0.004249999999999976,0.65405,0.6541,-4.999999999999449e-05
binary_bktf,10,18,21333831,0.59425,0.59125,0.0029999999999998916,0.6535499999999999,0.6539499999999999,-0.00040000000000006697
binary_bktf,10,19,21333831,0.59175,0.58875,0.0030000000000000027,0.6535,0.6539,-0.00040000000000006697
binary_bktf,11,0,21433834,0.5710000000000001,0.57975,-0.008749999999999925,0.64715,0.6497499999999999,-0.0025999999999999357
binary_bktf,11,1,21433834,0.57475,0.5822499999999999,-0.007499999999999951,0.6497999999999999,0.6527000000000001,-0.0029000000000001247
binary_bktf,11,2,21433834,0.57625,0.58375,-0.007499999999999951,0.6487999999999999,0.65165,-0.002850000000000019
binary_bktf,11,3,21433834,0.5695,0.57625,-0.006750000000000034,0.64775,0.6497999999999999,-0.0020499999999998852
binary_bktf,11,4,21433834,0.57075,0.57875,-0.008000000000000007,0.6486500000000001,0.6514,-0.002749999999999919
binary_bktf,11,5,21433834,0.5785,0.5865,-0.008000000000000007,0.6501500000000001,0.65305,-0.0028999999999999027
binary_bktf,11,6,21433834,0.57525,0.5834999999999999,-0.008249999999999869,0.649,0.6518999999999999,-0.0028999999999999027
binary_bktf,11,7,21433834,0.57525,0.58325,-0.008000000000000007,0.6496999999999999,0.6520999999999999,-0.0023999999999999577
binary_bktf,11,8,21433834,0.5745,0.58275,-0.00824999999999998,0.6487,0.6517999999999999,-0.0030999999999998806
