skill_id,world_model,initial_latent,initial_target,one_step_gain,gain_target,retention_30d,retention_target,mean_learning_probability_after_heterogeneity,target_learning_probability,mean_30d_retention_factor_after_heterogeneity,target_30d_retention_factor,initial_abs_error,gain_abs_error,retention_abs_error
88,four_state_semimarkov,0.6698108969970661,0.6698108969970661,0.008343152579693406,0.008343152579693423,0.6508227611136099,0.650822761113611,0.025267801098872947,0.025267801098873,0.9716514975068563,0.9716514975068579,0.0,1.734723475976807e-17,1.1102230246251565e-15
90,binary_bktf,0.6169935294972233,0.6169935294972233,0.0034896735797827014,0.0034896735797827058,0.5959834651455763,0.5959834651455818,0.009111265340248089,0.0091112653402481,0.9659476747369332,0.9659476747369421,0.0,4.336808689942018e-18,5.440092820663267e-15
90,continuous_latent_trait,0.6169935294972233,0.6169935294972233,0.0034896735797827014,0.0034896735797827058,0.5959834651455763,0.5959834651455818,0.009111265340248089,0.0091112653402481,0.9659476747369332,0.9659476747369421,0.0,4.336808689942018e-18,5.440092820663267e-15
90,four_state_semimarkov,0.6169935294972233,0.6169935294972233,0.003489673579782701,0.0034896735797827058,0.5959834651455763,0.5959834651455818,0.009111265340248089,0.0091112653402481,0.9659476747369332,0.9659476747369421,0.0,4.7704895589362195e-18,5.440092820663267e-15
94,binary_bktf,0.6013958170699678,0.6013958170699678,0.0035431999924362503,0.003543199992436258,0.5830211405936051,0.583021140593607,0.00888901859080138,0.0088890185908014,0.9694466174276284,0.9694466174276316,0.0,7.806255641895632e-18,1.887379141862766e-15
94,continuous_latent_trait,0.6013958170699678,0.6013958170699678,0.0035431999924362503,0.003543199992436258,0.5830211405936051,0.583021140593607,0.00888901859080138,0.0088890185908014,0.9694466174276284,0.9694466174276316,0.0,7.806255641895632e-18,1.887379141862766e-15
94,four_state_semimarkov,0.6013958170699678,0.6013958170699678,0.0035431999924362503,0.003543199992436258,0.5830211405936051,0.583021140593607,0.00888901859080138,0.0088890185908014,0.9694466174276284,0.9694466174276316,0.0,7.806255641895632e-18,1.887379141862766e-15
96,binary_bktf,0.7030489283241578,0.7030489283241578,0.022505428195059914,0.022505428195059907,0.6842203889849162,0.6842203889849165,0.07578833801828233,0.0757883380182823,0.9732187354525627,0.9732187354525632,0.0,6.938893903907228e-18,3.3306690738754696e-16
96,continuous_latent_trait,0.7030489283241578,0.7030489283241578,0.022505428195059914,0.022505428195059907,0.6842203889849162,0.6842203889849165,0.07578833801828233,0.0757883380182823,0.9732187354525627,0.9732187354525632,0.0,6.938893903907228e-18,3.3306690738754696e-16
96,four_state_semimarkov,0.7030489283241578,0.7030489283241578,0.022505428195059917,0.022505428195059907,0.6842203889849162,0.6842203889849165,0.07578833801828233,0.0757883380182823,0.9732187354525627,0.9732187354525632,0.0,1.0408340855860843e-17,3.3306690738754696e-16
