analysis_mode,parameter_draw,world_model,policy,simulated_benefit_draw_mean,within_draw_mc_sd,n_mc_replicates,n_orders,within_draw_mc_se
frozen_policy,5,four_state_semimarkov,maximum_response_information_gain,0.007388888888888886,0.0007184731753543094,3,5,0.0004148106811963357
frozen_policy,5,four_state_semimarkov,maximum_skill_uncertainty,0.0048333333333333275,0.0023109041039770135,3,5,0.0013342011065025398
frozen_policy,5,four_state_semimarkov,target_success_070,0.0015277777777777748,0.0024286103327104906,3,5,0.0014021588293471085
frozen_policy,5,four_state_semimarkov,two_corner_robust_response_information_gain,0.005527777777777771,0.0018282758524338113,3,5,0.0010555555555555535
frozen_policy,6,binary_bktf,balanced_mastery,0.010166666666666668,0.0027876214472796206,3,5,0.0016094339929856633
frozen_policy,6,binary_bktf,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,6,binary_bktf,interleaved_median_item,0.005666666666666667,0.002402255884233266,3,5,0.0013869430814244387
frozen_policy,6,binary_bktf,least_mastery_target_item,0.0005000000000000012,0.002136000936329381,3,5,0.001233220715579061
frozen_policy,6,binary_bktf,maximum_response_information_gain,0.013499999999999998,0.0027838821814150103,3,5,0.001607275126832159
frozen_policy,6,binary_bktf,maximum_skill_uncertainty,0.008083333333333333,0.005778912815861935,3,5,0.0033364568698612666
frozen_policy,6,binary_bktf,target_success_070,0.002750000000000002,0.0028831406486676974,3,5,0.0016645820296198475
frozen_policy,6,binary_bktf,two_corner_robust_response_information_gain,0.016833333333333336,0.00621154838452807,3,5,0.0035862391318916666
frozen_policy,6,continuous_latent_trait,balanced_mastery,-0.006317067585022731,0.00039619068424045747,3,5,0.00022874079819665014
frozen_policy,6,continuous_latent_trait,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,6,continuous_latent_trait,interleaved_median_item,0.00014634658408807012,4.4926320277934854e-06,3,5,2.593822310616503e-06
frozen_policy,6,continuous_latent_trait,least_mastery_target_item,-0.014182500534636483,0.0007137444675023009,3,5,0.0004120805604450595
frozen_policy,6,continuous_latent_trait,maximum_response_information_gain,0.0015015106295498545,0.00012201463280647896,3,5,7.044518109589397e-05
frozen_policy,6,continuous_latent_trait,maximum_skill_uncertainty,3.9134328616114235e-05,0.0005182100550180457,3,5,0.0002991887147614395
frozen_policy,6,continuous_latent_trait,target_success_070,0.001293853753369239,0.00019206053339441493,3,5,0.00011088620065596857
frozen_policy,6,continuous_latent_trait,two_corner_robust_response_information_gain,0.001817097054411996,0.000522844494198594,3,5,0.000301864409469872
frozen_policy,6,four_state_semimarkov,balanced_mastery,-0.0007222222222222271,0.0029182535365700627,3,5,0.0016848544649023032
frozen_policy,6,four_state_semimarkov,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,6,four_state_semimarkov,interleaved_median_item,-0.0023055555555555603,0.0010551899951790327,3,5,0.0006092142277628145
frozen_policy,6,four_state_semimarkov,least_mastery_target_item,-0.008527777777777778,0.0011097213530798968,3,5,0.0006406979219261542
frozen_policy,6,four_state_semimarkov,maximum_response_information_gain,0.00652777777777777,0.001275662500356119,3,5,0.0007365040879757165
frozen_policy,6,four_state_semimarkov,maximum_skill_uncertainty,0.002972222222222216,0.002245881003410789,3,5,0.0012966600018870858
frozen_policy,6,four_state_semimarkov,target_success_070,-0.0006666666666666675,0.0024423918149588044,3,5,0.0014101155718330043
frozen_policy,6,four_state_semimarkov,two_corner_robust_response_information_gain,0.005222222222222209,0.0014961370010550268,3,5,0.0008637951003036792
frozen_policy,7,binary_bktf,balanced_mastery,0.009583333333333333,0.007010408927682707,3,5,0.004047461481526966
frozen_policy,7,binary_bktf,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,7,binary_bktf,interleaved_median_item,0.003166666666666668,0.006625393070100323,3,5,0.003825172472509503
frozen_policy,7,binary_bktf,least_mastery_target_item,0.006249999999999999,0.007798236980241113,3,5,0.004502314219746701
frozen_policy,7,binary_bktf,maximum_response_information_gain,0.015416666666666667,0.0012829003598617196,3,5,0.0007406828681096316
frozen_policy,7,binary_bktf,maximum_skill_uncertainty,0.010916666666666667,0.0031457643480294825,3,5,0.0018162078931419495
frozen_policy,7,binary_bktf,target_success_070,0.0008333333333333335,0.007054844671098958,3,5,0.004073116469949981
frozen_policy,7,binary_bktf,two_corner_robust_response_information_gain,0.014833333333333332,0.002466441431158125,3,5,0.0014240006242195893
frozen_policy,7,continuous_latent_trait,balanced_mastery,-0.005911654278039999,0.0005364490615334378,3,5,0.00030971901008285243
frozen_policy,7,continuous_latent_trait,blocked_median_item,0.0,0.0,3,5,0.0
frozen_policy,7,continuous_latent_trait,interleaved_median_item,0.00017529497590254288,3.104418239661269e-06,3,5,1.792336706345618e-06
frozen_policy,7,continuous_latent_trait,least_mastery_target_item,-0.013038947282657925,0.0008002323689684798,3,5,0.0004620143736382038
frozen_policy,7,continuous_latent_trait,maximum_response_information_gain,0.001973875008437245,0.00020926037095421218,3,5,0.00012081653150113536
frozen_policy,7,continuous_latent_trait,maximum_skill_uncertainty,-0.0011920863100794534,0.0004322839647675965,3,5,0.00024957926342493057
frozen_policy,7,continuous_latent_trait,target_success_070,-0.0009054567615450941,0.0003667344647562201,3,5,0.00021173424194811702
